save_lvl={begin={x=11,y=4},fin={x=4,y=4},auteur="Default",bombe_nbr=100, objectif={frag=0,frag_max=0,temps=0,move =0}, titre="Benja135", 

code= { {4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
        {2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4}
        }
}
